mc1	mc2
1	1
1	2
1	3
1	4
1	7
1	15
1	16
2	1
2	2
2	3
2	4
2	6
2	16
3	1
3	2
3	3
3	4
3	5
3	6
4	1
4	2
4	3
4	4
4	6
4	7
4	14
5	3
5	5
5	7
5	14
5	15
5	16
6	2
6	3
6	4
6	6
6	7
6	14
7	1
7	4
7	5
7	6
7	7
7	14
8	8
8	9
8	11
8	12
8	13
8	14
9	8
9	9
9	10
9	11
9	12
10	9
10	10
10	11
10	12
11	8
11	9
11	10
11	11
11	13
12	8
12	9
12	10
12	12
12	13
13	8
13	11
13	12
13	13
14	4
14	5
14	6
14	7
14	8
14	14
14	15
15	1
15	5
15	14
15	15
15	16
16	1
16	2
16	5
16	15
16	16
